"qseqid.x","gi","accession","mismatch_forward","forward_start","forward_stop","staxids","distinct_entries.x","qseqid.y","mismatch_reverse","reverse_start","reverse_stop","distinct_entries.y","product_length"
"forward_row_1","1995666456","4V6A_AA","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","1995667064","4V6F_BA","0",1375,1388,"300852",2,"reverse_row_1","3",1494,1475,2,119
"forward_row_1","1995667089","4V6F_CA","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","1995667149","4V6G_AA","0",1376,1389,"300852",2,"reverse_row_1","3",1495,1476,2,119
"forward_row_1","1995667203","4V6G_CA","0",1376,1389,"300852",2,"reverse_row_1","3",1495,1476,2,119
"forward_row_1","1995669648","4V7L_AA","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","1995669762","4V7M_AA","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","1995669819","4V7M_CA","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","1995669981","4V7P_AA","0",1374,1387,"262724",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","2004269033","4V83_AA","0",1374,1387,"262724",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","2004269395","4V87_CA","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","2004269778","4V8A_CA","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","2004270833","4V8J_AA","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","2004271574","4V8Q_BA","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","2004272697","4V97_AA","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","2004274177","4V9H_AA","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","2004274403","4V9J_AA","0",1374,1387,"262724",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","2004275595","4V9Q_BA","0",1374,1387,"262724",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","1938951896","4WT8_b","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","806394372","4YHH_A","0",1376,1389,"300852",2,"reverse_row_1","3",1495,1476,2,119
"forward_row_1","1979407615","5A9Z_BA","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","1979410919","5D8B_UC","0",1379,1392,"262724",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","1979412696","5E7K_13","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","1979412805","5E81_13","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","1023176585","5IWA_A","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","1890521756","5OT7_1","0",1374,1387,"4932;300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","2004280769","5VPP_QA","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","2015436777","5ZLU_G","0",1373,1386,"300852",2,"reverse_row_1","3",1492,1473,2,119
"forward_row_1","1979408850","6BUW_QA","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","1979409188","6BZ6_QA","0",1378,1391,"300852",2,"reverse_row_1","3",1497,1478,2,119
"forward_row_1","1624687050","6DTI_A","0",1368,1381,"300852",2,"reverse_row_1","3",1487,1468,2,119
"forward_row_1","1979416140","6GZQ_A2","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","1624687633","6MPF_A","0",1374,1387,"300852",2,"reverse_row_1","3",1493,1474,2,119
"forward_row_1","1979432129","6N1D_A16S","0",1376,1389,"262724",2,"reverse_row_1","3",1495,1476,2,119
"forward_row_1","1979433971","6NU2_AA","1",806,822,"9606",2,"reverse_row_1","1",906,888,2,100
"forward_row_1","1729921900","6NY6_A","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","1996391162","6ZM5_AA","1",832,848,"9606",2,"reverse_row_1","1",936,918,2,104
"forward_row_1","2425374353","6ZS9_AA","1",830,846,"9606",2,"reverse_row_1","1",934,916,2,104
"forward_row_1","2428734966","6ZSE_AA","1",805,821,"9606",2,"reverse_row_1","1",907,889,2,102
"forward_row_1","1979405856","7A5F_A6","1",833,849,"9606",2,"reverse_row_1","1",937,919,2,104
"forward_row_1","2047799886","7LH5_AA","0",1379,1392,"300852",2,"reverse_row_1","3",1498,1479,2,119
"forward_row_1","2060811551","7OG4_AA","1",832,848,"9606",2,"reverse_row_1","1",936,918,2,104
"forward_row_1","2413506283","8CSP_A","1",833,849,"9606",2,"reverse_row_1","1",937,919,2,104
"forward_row_1","2413506383","8CSS_A","1",833,849,"9606",2,"reverse_row_1","1",935,919,2,102
"forward_row_1","1816411","AB000667.1","1",3301,3317,"8255",2,"reverse_row_1","0",3401,3382,2,100
"forward_row_1","4115659","AB016669.1","0",590,606,"80779",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115660","AB016670.1","0",590,606,"80779",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115661","AB016671.1","0",590,606,"75334",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115662","AB016672.1","0",591,607,"80780",2,"reverse_row_1","0",690,671,2,99
"forward_row_1","4115663","AB016673.1","0",594,610,"154350",2,"reverse_row_1","0",694,675,2,100
"forward_row_1","4115664","AB016674.1","0",590,606,"80782",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115665","AB016675.1","0",590,606,"80783",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115666","AB016676.1","0",591,607,"80784",2,"reverse_row_1","0",691,672,2,100
"forward_row_1","4115667","AB016677.1","0",591,607,"80785",2,"reverse_row_1","0",691,672,2,100
"forward_row_1","4115668","AB016678.1","0",591,607,"80786",2,"reverse_row_1","0",691,672,2,100
"forward_row_1","4115669","AB016679.1","0",591,607,"80787",2,"reverse_row_1","0",691,672,2,100
"forward_row_1","4115670","AB016680.1","0",590,606,"80788",2,"reverse_row_1","0",689,670,2,99
"forward_row_1","4115671","AB016681.1","0",590,606,"80789",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115672","AB016682.1","0",590,606,"80790",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115673","AB016683.1","0",588,604,"75332",2,"reverse_row_1","0",688,669,2,100
"forward_row_1","4115674","AB016684.1","0",592,608,"80791",2,"reverse_row_1","0",692,673,2,100
"forward_row_1","4115675","AB016685.1","0",591,607,"80793",2,"reverse_row_1","0",691,672,2,100
"forward_row_1","4115676","AB016686.1","0",589,605,"80795",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115677","AB016687.1","0",589,605,"80796",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115678","AB016688.1","0",590,606,"80795",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115679","AB016689.1","0",589,605,"80795",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115680","AB016690.1","0",590,606,"80797",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115681","AB016691.1","0",590,606,"80797",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","4115682","AB016692.1","0",588,604,"80798",2,"reverse_row_1","0",688,669,2,100
"forward_row_1","4115683","AB016693.1","0",589,605,"80798",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115684","AB016694.1","0",588,604,"80798",2,"reverse_row_1","0",688,669,2,100
"forward_row_1","4115686","AB016696.1","0",589,605,"80800",2,"reverse_row_1","0",690,671,2,101
"forward_row_1","4115687","AB016697.1","0",590,606,"80801",2,"reverse_row_1","0",691,672,2,101
"forward_row_1","4115690","AB016698.1","0",590,606,"80801",2,"reverse_row_1","0",691,672,2,101
"forward_row_1","4115691","AB016699.1","0",590,606,"80801",2,"reverse_row_1","0",691,672,2,101
"forward_row_1","4115692","AB016700.1","0",587,603,"98397",2,"reverse_row_1","0",687,668,2,100
"forward_row_1","4115693","AB016701.1","0",587,603,"98397",2,"reverse_row_1","0",687,668,2,100
"forward_row_1","4115694","AB016702.1","0",588,604,"481777",2,"reverse_row_1","0",688,669,2,100
"forward_row_1","4115695","AB016703.1","0",588,604,"80805",2,"reverse_row_1","0",688,669,2,100
"forward_row_1","4115696","AB016704.1","0",589,605,"80805",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115697","AB016705.1","0",589,605,"80805",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115698","AB016706.1","0",591,607,"80806",2,"reverse_row_1","0",691,672,2,100
"forward_row_1","4115699","AB016707.1","0",589,605,"80807",2,"reverse_row_1","0",689,670,2,100
"forward_row_1","4115700","AB016708.1","0",592,608,"3363687",2,"reverse_row_1","0",692,673,2,100
"forward_row_1","4115701","AB016709.1","0",590,606,"80810",2,"reverse_row_1","0",690,671,2,100
"forward_row_1","12248846","AB021885.1","0",740,756,"86963",2,"reverse_row_1","1",839,820,2,99
"forward_row_1","12248847","AB021886.1","0",741,757,"86967",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248848","AB021887.1","0",742,758,"7936",2,"reverse_row_1","1",841,822,2,99
"forward_row_1","12248849","AB021888.1","0",740,756,"7937",2,"reverse_row_1","1",839,820,2,99
"forward_row_1","12248850","AB021889.1","0",741,757,"86961;86962",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248851","AB021890.1","0",741,757,"7939",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248853","AB021892.1","0",742,758,"48164",2,"reverse_row_1","0",842,823,2,100
"forward_row_1","12248854","AB021893.1","0",741,757,"61125",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248855","AB021894.1","0",741,757,"61126",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248856","AB021895.1","0",740,756,"103812",2,"reverse_row_1","1",840,821,2,100
"forward_row_1","12248857","AB021896.1","0",740,756,"48163",2,"reverse_row_1","1",840,821,2,100
"forward_row_1","12248858","AB021897.1","0",741,757,"86966",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248859","AB021898.1","0",741,757,"86964",2,"reverse_row_1","1",840,821,2,99
"forward_row_1","12248860","AB021899.1","0",740,756,"61127",2,"reverse_row_1","1",839,820,2,99
"forward_row_1","12248861","AB021900.1","0",742,758,"48165",2,"reverse_row_1","1",841,822,2,99
"forward_row_1","12248862","AB021901.1","0",740,756,"7938",2,"reverse_row_1","1",839,820,2,99
"forward_row_1","6552398","AB022892.1","0",571,587,"86235",2,"reverse_row_1","0",670,651,2,99
"forward_row_1","6552399","AB022893.1","0",568,584,"88200",2,"reverse_row_1","0",665,646,2,97
"forward_row_1","6552400","AB022894.1","0",568,584,"88203",2,"reverse_row_1","0",665,646,2,97
"forward_row_1","6552401","AB022895.1","0",568,584,"88204",2,"reverse_row_1","0",665,646,2,97
"forward_row_1","6552402","AB022896.1","0",568,584,"88201",2,"reverse_row_1","0",666,647,2,98
"forward_row_1","6552409","AB022897.1","0",568,584,"88202",2,"reverse_row_1","0",665,646,2,97
"forward_row_1","14587376","AB022898.1","0",569,583,"88147",2,"reverse_row_1","0",670,651,2,101
"forward_row_1","14587378","AB022899.1","0",574,588,"55553",2,"reverse_row_1","0",674,655,2,100
"forward_row_1","14587380","AB022900.1","0",569,585,"55554",2,"reverse_row_1","0",668,649,2,99
"forward_row_1","14587383","AB022901.1","0",569,585,"55556",2,"reverse_row_1","0",668,649,2,99
"forward_row_1","14587386","AB022902.1","0",569,585,"55555",2,"reverse_row_1","0",668,649,2,99
"forward_row_1","14587389","AB022903.1","0",570,586,"88148",2,"reverse_row_1","1",672,654,2,102
"forward_row_1","14587391","AB022904.1","0",569,585,"55557",2,"reverse_row_1","0",668,649,2,99
"forward_row_1","7209644","AB032026.1","0",565,581,"103720",2,"reverse_row_1","0",662,643,2,97
"forward_row_1","7209645","AB032027.1","0",567,583,"103715",2,"reverse_row_1","0",666,647,2,99
"forward_row_1","7209646","AB032028.1","0",566,582,"103716",2,"reverse_row_1","1",665,646,2,99
"forward_row_1","7209647","AB032029.1","0",566,582,"103718",2,"reverse_row_1","1",662,643,2,96
"forward_row_1","7209648","AB032030.1","0",566,582,"103717",2,"reverse_row_1","1",663,644,2,97
"forward_row_1","6016902","AB032847.1","1",842,858,"105295",2,"reverse_row_1","2",947,929,2,105
"forward_row_1","38453913","AB046473.2","1",898,914,"55117",2,"reverse_row_1","1",996,977,2,98
"forward_row_1","38453735","AB047825.1","1",899,915,"136490",2,"reverse_row_1","0",990,971,2,91
"forward_row_1","13365536","AB048587.1","1",2266,2282,"9615",2,"reverse_row_1","3",2369,2350,2,103
"forward_row_1","13365539","AB048590.1","1",3246,3262,"9615",2,"reverse_row_1","3",3350,3331,2,104
"forward_row_1","12862374","AB055387.1","1",1476,1492,"9606",2,"reverse_row_1","1",1580,1562,2,104
"forward_row_1","14588667","AB064494.1","0",1,15,"9593",2,"reverse_row_1","1",103,85,2,102
"forward_row_1","15208094","AB070127.1","0",1590,1605,"9541",2,"reverse_row_1","2",1694,1675,2,104
"forward_row_1","338160344","AB070207.1","0",911,925,"42603",2,"reverse_row_1","0",1009,990,2,98
"forward_row_1","152962848","AB070243.1","0",902,918,"169291",2,"reverse_row_1","0",999,980,2,97
"forward_row_1","18496372","AB079255.1","0",573,589,"3358442",2,"reverse_row_1","0",671,652,2,98
"forward_row_1","121309333","AB080237.1","1",3245,3261,"118850",2,"reverse_row_1","1",3344,3325,2,99
"forward_row_1","49256987","AB080275.1","1",1072,1088,"61221",2,"reverse_row_1","1",1168,1150,2,96
"forward_row_1","21685539","AB084628.1","0",362,378,"72450",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","21685540","AB084629.1","0",362,378,"192376",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","21685541","AB084630.1","0",362,378,"192377",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","21685542","AB084631.1","0",362,378,"192375",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","21685543","AB084632.1","0",362,378,"192378",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","21685544","AB084633.1","0",362,378,"175282",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","21685545","AB084634.1","0",362,378,"192379",2,"reverse_row_1","0",460,441,2,98
"forward_row_1","26453396","AB092647.1","0",354,370,"209541",2,"reverse_row_1","0",451,432,2,97
"forward_row_1","26453397","AB092648.1","0",362,378,"148607",2,"reverse_row_1","0",459,440,2,97
"forward_row_1","30409519","AB095517.1","0",561,577,"86241",2,"reverse_row_1","0",660,641,2,99
"forward_row_1","30409521","AB095519.1","0",560,576,"213607",2,"reverse_row_1","0",660,641,2,100
"forward_row_1","30409524","AB095522.1","0",562,578,"86244",2,"reverse_row_1","1",661,642,2,99
"forward_row_1","30409525","AB095523.1","0",561,577,"86244",2,"reverse_row_1","0",661,642,2,100
"forward_row_1","30409528","AB095526.1","0",561,577,"86244",2,"reverse_row_1","0",661,642,2,100
"forward_row_1","30409529","AB095527.1","0",561,577,"86244",2,"reverse_row_1","0",661,642,2,100
"forward_row_1","162809312","AB095530.2","0",562,578,"86244",2,"reverse_row_1","0",662,643,2,100
"forward_row_1","84095089","AB095998.1","0",833,847,"136040",2,"reverse_row_1","0",929,910,2,96
"forward_row_1","37360758","AB096005.1","1",838,854,"36212",2,"reverse_row_1","0",939,920,2,101
"forward_row_1","32351881","AB097669.1","0",1765,1781,"8242",2,"reverse_row_1","0",1863,1844,2,98
"forward_row_1","510703677","AB102724.1","0",911,927,"13676",2,"reverse_row_1","0",1015,996,2,104
"forward_row_1","510703232","AB102725.1","0",911,927,"29150",2,"reverse_row_1","0",1015,996,2,104
"forward_row_1","40645773","AB103468.1","0",1743,1759,"217026",2,"reverse_row_1","0",1841,1822,2,98
"forward_row_1","40714127","AB105165.1","0",1743,1759,"217026",2,"reverse_row_1","0",1841,1822,2,98
"forward_row_1","37700014","AB108559.1","0",583,599,"228541",2,"reverse_row_1","0",681,662,2,98
"forward_row_1","37700015","AB108560.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700016","AB108561.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700017","AB108562.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700018","AB108563.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700019","AB108564.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700020","AB108565.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700021","AB108566.1","0",579,595,"228543",2,"reverse_row_1","0",676,657,2,97
"forward_row_1","37700022","AB108567.1","0",580,596,"228543",2,"reverse_row_1","0",679,660,2,99
"forward_row_1","37700023","AB108568.1","0",580,596,"228543",2,"reverse_row_1","0",678,659,2,98
"forward_row_1","48843357","AB120176.1","0",3214,3230,"287196",2,"reverse_row_1","0",3313,3294,2,99
"forward_row_1","48843360","AB120177.1","0",3213,3229,"287196",2,"reverse_row_1","0",3312,3293,2,99
"forward_row_1","48596871","AB121234.1","0",326,342,"192871",2,"reverse_row_1","0",424,405,2,98
"forward_row_1","48596872","AB121235.1","0",329,345,"193513",2,"reverse_row_1","0",427,408,2,98
"forward_row_1","48596873","AB121236.1","0",327,343,"217853",2,"reverse_row_1","0",426,407,2,99
"forward_row_1","48596874","AB121237.1","0",328,344,"241325",2,"reverse_row_1","1",428,409,2,100
"forward_row_1","48596875","AB121238.1","0",328,344,"242816",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596876","AB121239.1","0",328,344,"98382",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596877","AB121240.1","0",328,344,"248063",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596878","AB121241.1","0",328,344,"248064",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596879","AB121242.1","0",328,344,"98380",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596880","AB121243.1","0",328,344,"98376",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596881","AB121244.1","0",328,344,"248065",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596882","AB121245.1","0",328,344,"98378",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596883","AB121246.1","0",328,344,"98379",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596884","AB121247.1","0",328,344,"98377",2,"reverse_row_1","0",427,408,2,99
"forward_row_1","48596885","AB121248.1","0",328,344,"241333",2,"reverse_row_1","0",426,407,2,98
"forward_row_1","48596886","AB121249.1","0",328,344,"241266",2,"reverse_row_1","0",426,407,2,98
"forward_row_1","48596887","AB121250.1","0",328,344,"242812",2,"reverse_row_1","0",426,407,2,98
"forward_row_1","41688043","AB126083.1","0",901,917,"154811",2,"reverse_row_1","0",1001,982,2,100
"forward_row_1","121309375","AB162909.1","1",898,914,"261498",2,"reverse_row_1","2",995,977,2,97
"forward_row_1","1373811694","AB176924.1","1",893,909,"271259",2,"reverse_row_1","2",992,974,2,99
"forward_row_1","49658410","AB182300.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658424","AB182301.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658438","AB182302.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658452","AB182303.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658466","AB182304.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658480","AB182305.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658494","AB182306.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658508","AB182307.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","49658522","AB182308.1","0",907,923,"1042646",2,"reverse_row_1","1",1005,986,2,98
"forward_row_1","121309431","AB185327.1","1",900,916,"62046",2,"reverse_row_1","2",1000,982,2,100
"forward_row_1","90265620","AB201257.1","1",923,939,"255217",2,"reverse_row_1","3",1033,1014,2,110
"forward_row_1","90265648","AB201259.1","1",923,939,"255365",2,"reverse_row_1","3",1034,1015,2,111
"forward_row_1","83642704","AB206125.1","0",307,323,"316378",2,"reverse_row_1","0",409,390,2,102
"forward_row_1","83642705","AB206126.1","0",308,324,"316380",2,"reverse_row_1","0",407,388,2,99
"forward_row_1","83642706","AB206127.1","0",306,322,"316343",2,"reverse_row_1","0",406,387,2,100
"forward_row_1","83642707","AB206128.1","0",306,322,"316344",2,"reverse_row_1","0",405,386,2,99
"forward_row_1","83642708","AB206129.1","0",307,323,"316345",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642709","AB206130.1","0",306,322,"316346",2,"reverse_row_1","0",406,387,2,100
"forward_row_1","83642710","AB206131.1","0",307,323,"316347",2,"reverse_row_1","0",406,387,2,99
"forward_row_1","83642711","AB206132.1","1",306,322,"316348",2,"reverse_row_1","0",407,388,2,101
"forward_row_1","83642712","AB206133.1","0",306,322,"316349",2,"reverse_row_1","1",405,386,2,99
"forward_row_1","83642713","AB206134.1","0",307,323,"316350",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642714","AB206135.1","0",307,323,"316351",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642715","AB206136.1","1",308,324,"3053224",2,"reverse_row_1","0",410,391,2,102
"forward_row_1","83642716","AB206137.1","0",307,323,"316353",2,"reverse_row_1","0",409,390,2,102
"forward_row_1","83642717","AB206138.1","0",307,323,"1604643",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642718","AB206139.1","0",309,325,"316355",2,"reverse_row_1","0",410,391,2,101
"forward_row_1","83642719","AB206140.1","0",307,323,"316356",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642720","AB206141.1","0",307,323,"316357",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642721","AB206142.1","0",307,323,"316358",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642723","AB206144.1","0",307,323,"316360",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642724","AB206145.1","0",308,322,"247548",2,"reverse_row_1","0",408,389,2,100
"forward_row_1","83642725","AB206146.1","0",307,323,"223981",2,"reverse_row_1","0",406,387,2,99
"forward_row_1","83642726","AB206147.1","0",307,323,"268857",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642727","AB206148.1","0",307,323,"316361",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642728","AB206149.1","0",305,321,"316362",2,"reverse_row_1","0",406,387,2,101
"forward_row_1","83642729","AB206150.1","0",307,323,"316363",2,"reverse_row_1","0",411,392,2,104
"forward_row_1","83642731","AB206152.1","0",307,323,"316365",2,"reverse_row_1","0",409,390,2,102
"forward_row_1","83642732","AB206153.1","0",307,323,"316366",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642733","AB206154.1","0",307,323,"316367",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642734","AB206155.1","1",311,327,"316368",2,"reverse_row_1","2",414,395,2,103
"forward_row_1","83642735","AB206156.1","0",308,324,"308070",2,"reverse_row_1","0",409,390,2,101
"forward_row_1","83642736","AB206157.1","0",308,324,"316369",2,"reverse_row_1","0",408,389,2,100
"forward_row_1","83642737","AB206158.1","0",308,324,"316370",2,"reverse_row_1","0",409,390,2,101
"forward_row_1","83642738","AB206159.1","0",307,323,"223980",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642739","AB206160.1","0",306,322,"223980",2,"reverse_row_1","0",405,386,2,99
"forward_row_1","83642740","AB206161.1","0",307,323,"316371",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642741","AB206162.1","0",308,324,"316372",2,"reverse_row_1","0",410,391,2,102
"forward_row_1","83642742","AB206163.1","0",307,323,"316373",2,"reverse_row_1","0",408,389,2,101
"forward_row_1","83642743","AB206164.1","0",309,325,"316374",2,"reverse_row_1","1",411,392,2,102
"forward_row_1","83642744","AB206165.1","0",307,323,"83883",2,"reverse_row_1","0",407,388,2,100
"forward_row_1","83642745","AB206166.1","0",309,325,"316375",2,"reverse_row_1","0",411,392,2,102
"forward_row_1","83642746","AB206167.1","0",307,323,"247547",2,"reverse_row_1","0",409,390,2,102
"forward_row_1","83642747","AB206168.1","0",308,324,"247547",2,"reverse_row_1","0",410,391,2,102
"forward_row_1","83642748","AB206169.1","0",306,322,"316376",2,"reverse_row_1","0",405,386,2,99
"forward_row_1","76362377","AB208648.1","1",1354,1370,"163149",2,"reverse_row_1","0",1454,1435,2,100
"forward_row_1","76362378","AB208649.1","1",1353,1369,"166257",2,"reverse_row_1","0",1453,1434,2,100
"forward_row_1","82581284","AB214535.1","1",1357,1373,"163148",2,"reverse_row_1","0",1457,1438,2,100
"forward_row_1","71610934","AB223007.1","0",901,917,"70543",2,"reverse_row_1","0",1001,982,2,100
"forward_row_1","89191783","AB233475.1","1",1355,1371,"166257",2,"reverse_row_1","0",1455,1436,2,100
"forward_row_1","89191784","AB233476.1","1",1354,1370,"166257",2,"reverse_row_1","0",1454,1435,2,100
