"qseqid.x","gi","accession","mismatch_forward","forward_start","forward_stop","staxids","distinct_entries.x","qseqid.y","mismatch_reverse","reverse_start","reverse_stop","distinct_entries.y","product_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"forward_row_1",848117445,"KR180297.1",0,2178,2194,"9733",2,"reverse_row_4",1,2395,2374,2,217,9733,"Orcinus orca",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Delphinidae",NA,"Orcinus","Cetacea",NA,"Laurasiatheria",NA,NA,NA,NA,NA,"Odontoceti",NA
"forward_row_1",848117515,"KR180302.1",0,2158,2174,"9733",2,"reverse_row_4",0,2375,2357,2,217,9733,"Orcinus orca",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Delphinidae",NA,"Orcinus","Cetacea",NA,"Laurasiatheria",NA,NA,NA,NA,NA,"Odontoceti",NA
"forward_row_1",955665750,"KR911794.1",0,2177,2191,"226567",2,"reverse_row_4",0,2399,2378,2,222,226567,"Prosciurillus murinus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Prosciurillus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",968197430,"KT985981.1",0,2148,2164,"9796",2,"reverse_row_4",0,2371,2350,2,223,9796,"Equus caballus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Perissodactyla","Equidae",NA,"Equus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1039678330,"KU605062.1",0,2156,2172,"9838",2,"reverse_row_4",0,2373,2352,2,217,9838,"Camelus dromedarius",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Camelidae",NA,"Camelus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1039678345,"KU605063.1",0,2156,2169,"9838",2,"reverse_row_4",0,2373,2352,2,217,9838,"Camelus dromedarius",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Camelidae",NA,"Camelus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1033205362,"KX027543.1",0,2145,2159,"1027716",2,"reverse_row_4",0,2365,2344,2,220,1027716,"Mammuthus columbi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1033205516,"KX027554.1",0,1959,1973,"1851651",2,"reverse_row_4",0,2179,2158,2,220,1851651,"Mammuthus sp.",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1033205529,"KX027555.1",0,2128,2142,"1851651",2,"reverse_row_4",0,2343,2327,2,215,1851651,"Mammuthus sp.",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1033205571,"KX027558.1",0,2115,2129,"1851651",2,"reverse_row_4",1,2335,2314,2,220,1851651,"Mammuthus sp.",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1098386252,"KX176766.1",0,2147,2161,"37349",2,"reverse_row_4",0,2367,2346,2,220,37349,"Mammuthus primigenius",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1098386308,"KX176770.1",0,2149,2162,"37349",2,"reverse_row_4",0,2369,2348,2,220,37349,"Mammuthus primigenius",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1098386448,"KX176780.1",0,2142,2156,"37349",2,"reverse_row_4",0,2362,2341,2,220,37349,"Mammuthus primigenius",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1098386491,"KX176783.1",0,2149,2163,"37349",2,"reverse_row_4",0,2369,2348,2,220,37349,"Mammuthus primigenius",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1067189010,"KX495985.1",1,190,206,"1898971",2,"reverse_row_4",1,382,361,2,192,1898971,"Phyllodactylus delsolari",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Lepidosauria",NA,"Squamata","Phyllodactylidae",NA,"Phyllodactylus","Gekkota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1173508636,"KX712146.1",0,2133,2147,"1975613",2,"reverse_row_4",0,2353,2332,2,220,1975613,"Mammuthus sp. Bechan Cave",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1169129828,"KX857789.1",0,2130,2146,"37029",2,"reverse_row_4",0,2348,2327,2,218,37029,"Prionailurus bengalensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Felidae","Felinae","Prionailurus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1109522819,"KY132238.1",1,2362,2376,"1923903",2,"reverse_row_4",1,2593,2572,2,231,1923903,"Kaloula sp. NE Mindanao",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Microhylidae","Microhylinae","Kaloula",NA,NA,"Batrachia","Microhyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1566349918,"KY410852.1",0,2164,2178,"64664",2,"reverse_row_4",0,2383,2362,2,219,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1566349932,"KY410853.1",0,2163,2177,"64664",2,"reverse_row_4",0,2382,2361,2,219,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1566349959,"KY410855.1",0,2165,2179,"64664",2,"reverse_row_4",0,2386,2365,2,221,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1566349973,"KY410856.1",0,2166,2180,"64664",2,"reverse_row_4",0,2387,2366,2,221,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1566349987,"KY410857.1",0,2164,2178,"64664",2,"reverse_row_4",0,2385,2364,2,221,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1566350001,"KY410858.1",0,2164,2178,"64664",2,"reverse_row_4",0,2385,2364,2,221,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1566350015,"KY410859.1",0,2164,2178,"64664",2,"reverse_row_4",0,2385,2364,2,221,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952097,"KY410870.1",0,2189,2203,"226551",2,"reverse_row_4",0,2414,2393,2,225,226551,"Glyphotes simus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Glyphotes",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952405,"KY410892.1",0,2189,2203,"64677",2,"reverse_row_4",0,2414,2393,2,225,64677,"Callosciurus erythraeus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952475,"KY410897.1",0,2195,2209,"64677",2,"reverse_row_4",0,2420,2399,2,225,64677,"Callosciurus erythraeus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952489,"KY410898.1",0,2169,2183,"127500",2,"reverse_row_4",0,2392,2371,2,223,127500,"Callosciurus finlaysonii",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952559,"KY410903.1",0,2168,2182,"64678",2,"reverse_row_4",0,2389,2368,2,221,64678,"Callosciurus notatus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952614,"KY410907.1",0,2190,2204,"2505933",2,"reverse_row_4",0,2415,2394,2,225,2505933,"Callosciurus melanogaster",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952628,"KY410908.1",0,2193,2207,"2505933",2,"reverse_row_4",0,2418,2397,2,225,2505933,"Callosciurus melanogaster",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952685,"KY410912.1",1,2163,2177,"2505934",2,"reverse_row_4",0,2383,2362,2,220,2505934,"Callosciurus pygerythrus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
